tag,iters,data_size,seed,real_mem_auc,synth_mem_auc,elapsed_time,r2r_auc_Obesity,r2r_auc_Type 2 Diabetes,r2r_auc_Heart attack,r2r_auc_Kidney problems,r2r_auc_High blood cholesterol,r2r_auc_High blood pressure,s2r_auc_Obesity,s2r_auc_Type 2 Diabetes,s2r_auc_Heart attack,s2r_auc_Kidney problems,s2r_auc_High blood cholesterol,s2r_auc_High blood pressure
AI_READI,30000,0.9,0,0.9999999999999999,0.5356530042184472,0,0.8868075994506008,0.9852518279148714,0.6022322981034159,0.7994867014337769,0.6600366040951445,0.7367687268864584,0.7318369888840547,0.9274676850763807,0.5097571088462671,0.6047747613059066,0.6751869049585628,0.716259966690272
AI_READI,30000,0.9,1,0.9999999999999999,0.5363909118116521,0,0.8868067463465819,0.985250195848022,0.6022322981034159,0.7995116188399042,0.6600267906648108,0.7368474112833425,0.730369649971421,0.9330566980023502,0.3983896423508012,0.6521383531646572,0.6741205121956406,0.7311354158470376
AI_READI,30000,0.9,2,0.9999999999999999,0.5346882482043096,0,0.8868058932425629,0.9852469317143231,0.6022322981034159,0.7994984272719544,0.6600431463820335,0.7367416791250295,0.7055511478514577,0.9275672411541976,0.41932161677767965,0.586168787577647,0.662067166388347,0.7257111102368401
AI_READI,30000,0.9,3,0.9999999999999999,0.5352146633793182,0,0.8868058932425629,0.9852518279148715,0.6022322981034159,0.7994793727849159,0.6600235195213663,0.7368433131376714,0.7233281293988176,0.9313193628411021,0.4406414680469732,0.6201414722376124,0.6736658232568487,0.7355901001914654
AI_READI,30000,0.9,4,0.9999999999999999,0.5323750498802873,0,0.8868067463465821,0.9852444836140489,0.6022322981034159,0.7994881671635491,0.6600284262365331,0.7368244616675846,0.7396787210264548,0.9279213996605302,0.456852045047214,0.5961562702453924,0.672430966606532,0.7304436488577649
